Date,Age,Account,MovementType,Amount,BalanceAfter,Remarks
2031-06-01,100000339,56,Loan,Payment,1817.49,120287.14,"Monthly loan payment"
2031-07-01,100000340,57,OA,Contribution,792.73,317985.05,"Monthly allocation"
2031-07-01,100000341,57,MA,Contribution,693.16,145085.65,"Monthly allocation"
2031-07-01,100000342,57,RA,Contribution,660.11,14694.94,"Monthly allocation"
2031-07-01,100000343,57,Loan,Payment,1817.49,118469.65,"Monthly loan payment"
2031-08-01,100000344,57,OA,Contribution,792.73,318777.79,"Monthly allocation"
2031-08-01,100000345,57,MA,Contribution,693.16,145778.81,"Monthly allocation"
2031-08-01,100000346,57,RA,Contribution,660.11,15355.04,"Monthly allocation"
2031-08-01,100000347,57,Loan,Payment,1817.49,116652.16,"Monthly loan payment"
2031-09-01,100000348,57,OA,Contribution,792.73,319570.52,"Monthly allocation"
2031-09-01,100000349,57,MA,Contribution,693.16,146471.97,"Monthly allocation"
2031-09-01,100000350,57,RA,Contribution,660.11,16015.15,"Monthly allocation"
2031-09-01,100000351,57,Loan,Payment,1817.49,114834.67,"Monthly loan payment"
2031-10-01,100000352,57,OA,Contribution,792.73,320363.25,"Monthly allocation"
2031-10-01,100000353,57,MA,Contribution,693.16,147165.13,"Monthly allocation"
2031-10-01,100000354,57,RA,Contribution,660.11,16675.26,"Monthly allocation"
2031-10-01,100000355,57,Loan,Payment,1817.49,113017.18,"Monthly loan payment"
2031-11-01,100000356,57,OA,Contribution,792.73,321155.98,"Monthly allocation"
2031-11-01,100000357,57,MA,Contribution,693.16,147858.29,"Monthly allocation"
2031-11-01,100000358,57,RA,Contribution,660.11,17335.37,"Monthly allocation"
2031-11-01,100000359,57,Loan,Payment,1817.49,111199.69,"Monthly loan payment"
2031-12-01,100000360,57,OA,Contribution,792.73,321948.72,"Monthly allocation"
2031-12-01,100000361,57,MA,Contribution,693.16,148551.44,"Monthly allocation"
2031-12-01,100000362,57,RA,Contribution,660.11,17995.48,"Monthly allocation"
2031-12-01,100000363,57,OA,Interest,12877.95,334826.67,"Annual base interest"
2031-12-01,100000364,57,MA,Interest,5942.06,154493.50,"Annual base interest"
2031-12-01,100000365,57,RA,Interest,719.82,18715.30,"Annual base + extra interest"
2031-12-01,100000366,57,RA,Extra Interest,900.00,19615.30,"Annual base + extra interest"
2031-12-01,100000367,57,Loan,Payment,1817.49,109382.20,"Monthly loan payment"
2032-01-01,100000368,57,OA,Contribution,792.73,335619.40,"Monthly allocation"
2032-01-01,100000369,57,MA,Contribution,693.16,155186.66,"Monthly allocation"
2032-01-01,100000370,57,RA,Contribution,660.11,20275.41,"Monthly allocation"
2032-01-01,100000371,57,Loan,Payment,1817.49,107564.71,"Monthly loan payment"
2032-02-01,100000372,57,OA,Contribution,792.73,336412.13,"Monthly allocation"
2032-02-01,100000373,57,MA,Contribution,693.16,155879.82,"Monthly allocation"
2032-02-01,100000374,57,RA,Contribution,660.11,20935.52,"Monthly allocation"
2032-02-01,100000375,57,Loan,Payment,1817.49,105747.22,"Monthly loan payment"
2032-03-01,100000376,57,OA,Contribution,792.73,337204.86,"Monthly allocation"
2032-03-01,100000377,57,MA,Contribution,693.16,156572.98,"Monthly allocation"
2032-03-01,100000378,57,RA,Contribution,660.11,21595.63,"Monthly allocation"
2032-03-01,100000379,57,Loan,Payment,1817.49,103929.73,"Monthly loan payment"
2032-04-01,100000380,57,OA,Contribution,792.73,337997.60,"Monthly allocation"
2032-04-01,100000381,57,MA,Contribution,693.16,157266.13,"Monthly allocation"
2032-04-01,100000382,57,RA,Contribution,660.11,22255.74,"Monthly allocation"
2032-04-01,100000383,57,Loan,Payment,1817.49,102112.24,"Monthly loan payment"
2032-05-01,100000384,57,OA,Contribution,792.73,338790.33,"Monthly allocation"
2032-05-01,100000385,57,MA,Contribution,693.16,157959.29,"Monthly allocation"
2032-05-01,100000386,57,RA,Contribution,660.11,22915.85,"Monthly allocation"
2032-05-01,100000387,57,Loan,Payment,1817.49,100294.75,"Monthly loan payment"
2032-06-01,100000388,57,OA,Contribution,792.73,339583.06,"Monthly allocation"
2032-06-01,100000389,57,MA,Contribution,693.16,158652.45,"Monthly allocation"
2032-06-01,100000390,57,RA,Contribution,660.11,23575.96,"Monthly allocation"
2032-06-01,100000391,57,Loan,Payment,1817.49,98477.26,"Monthly loan payment"
2032-07-01,100000392,58,OA,Contribution,792.73,340375.79,"Monthly allocation"
2032-07-01,100000393,58,MA,Contribution,693.16,159345.61,"Monthly allocation"
2032-07-01,100000394,58,RA,Contribution,660.11,24236.07,"Monthly allocation"
2032-07-01,100000395,58,Loan,Payment,1817.49,96659.77,"Monthly loan payment"
2032-08-01,100000396,58,OA,Contribution,792.73,341168.52,"Monthly allocation"
2032-08-01,100000397,58,MA,Contribution,693.16,160038.77,"Monthly allocation"
2032-08-01,100000398,58,RA,Contribution,660.11,24896.18,"Monthly allocation"
2032-08-01,100000399,58,Loan,Payment,1817.49,94842.28,"Monthly loan payment"
2032-09-01,100000400,58,OA,Contribution,792.73,341961.26,"Monthly allocation"
2032-09-01,100000401,58,MA,Contribution,693.16,160731.92,"Monthly allocation"
2032-09-01,100000402,58,RA,Contribution,660.11,25556.29,"Monthly allocation"
2032-09-01,100000403,58,Loan,Payment,1817.49,93024.79,"Monthly loan payment"
2032-10-01,100000404,58,OA,Contribution,792.73,342753.99,"Monthly allocation"
2032-10-01,100000405,58,MA,Contribution,693.16,161425.08,"Monthly allocation"
2032-10-01,100000406,58,RA,Contribution,660.11,26216.40,"Monthly allocation"
2032-10-01,100000407,58,Loan,Payment,1817.49,91207.30,"Monthly loan payment"
2032-11-01,100000408,58,OA,Contribution,792.73,343546.72,"Monthly allocation"
2032-11-01,100000409,58,MA,Contribution,693.16,162118.24,"Monthly allocation"
2032-11-01,100000410,58,RA,Contribution,660.11,26876.51,"Monthly allocation"
2032-11-01,100000411,58,Loan,Payment,1817.49,89389.81,"Monthly loan payment"
2032-12-01,100000412,58,OA,Contribution,792.73,344339.45,"Monthly allocation"
2032-12-01,100000413,58,MA,Contribution,693.16,162811.40,"Monthly allocation"
2032-12-01,100000414,58,RA,Contribution,660.11,27536.62,"Monthly allocation"
2032-12-01,100000415,58,OA,Interest,13773.58,358113.03,"Annual base interest"
2032-12-01,100000416,58,MA,Interest,6512.46,169323.85,"Annual base interest"
2032-12-01,100000417,58,RA,Interest,1101.46,28638.08,"Annual base + extra interest"
2032-12-01,100000418,58,RA,Extra Interest,900.00,29538.08,"Annual base + extra interest"
2032-12-01,100000419,58,Loan,Payment,1817.49,87572.32,"Monthly loan payment"
2033-01-01,100000420,58,OA,Contribution,792.73,358905.76,"Monthly allocation"
2033-01-01,100000421,58,MA,Contribution,693.16,170017.01,"Monthly allocation"
2033-01-01,100000422,58,RA,Contribution,660.11,30198.19,"Monthly allocation"
2033-01-01,100000423,58,Loan,Payment,1817.49,85754.83,"Monthly loan payment"
2033-02-01,100000424,58,OA,Contribution,792.73,359698.50,"Monthly allocation"
2033-02-01,100000425,58,MA,Contribution,693.16,170710.17,"Monthly allocation"
2033-02-01,100000426,58,RA,Contribution,660.11,30858.30,"Monthly allocation"
2033-02-01,100000427,58,Loan,Payment,1817.49,83937.34,"Monthly loan payment"
2033-03-01,100000428,58,OA,Contribution,792.73,360491.23,"Monthly allocation"
2033-03-01,100000429,58,MA,Contribution,693.16,171403.33,"Monthly allocation"
2033-03-01,100000430,58,RA,Contribution,660.11,31518.41,"Monthly allocation"
2033-03-01,100000431,58,Loan,Payment,1817.49,82119.85,"Monthly loan payment"
2033-04-01,100000432,58,OA,Contribution,792.73,361283.96,"Monthly allocation"
2033-04-01,100000433,58,MA,Contribution,693.16,172096.49,"Monthly allocation"
2033-04-01,100000434,58,RA,Contribution,660.11,32178.52,"Monthly allocation"
2033-04-01,100000435,58,Loan,Payment,1817.49,80302.36,"Monthly loan payment"
2033-05-01,100000436,58,OA,Contribution,792.73,362076.69,"Monthly allocation"
2033-05-01,100000437,58,MA,Contribution,693.16,172789.64,"Monthly allocation"
2033-05-01,100000438,58,RA,Contribution,660.11,32838.63,"Monthly allocation"
2033-05-01,100000439,58,Loan,Payment,1817.49,78484.87,"Monthly loan payment"
2033-06-01,100000440,58,OA,Contribution,792.73,362869.43,"Monthly allocation"
2033-06-01,100000441,58,MA,Contribution,693.16,173482.80,"Monthly allocation"
2033-06-01,100000442,58,RA,Contribution,660.11,33498.74,"Monthly allocation"
2033-06-01,100000443,58,Loan,Payment,1817.49,76667.38,"Monthly loan payment"
2033-07-01,100000444,59,OA,Contribution,792.73,363662.16,"Monthly allocation"
2033-07-01,100000445,59,MA,Contribution,693.16,174175.96,"Monthly allocation"
2033-07-01,100000446,59,RA,Contribution,660.11,34158.85,"Monthly allocation"
2033-07-01,100000447,59,Loan,Payment,1817.49,74849.89,"Monthly loan payment"
2033-08-01,100000448,59,OA,Contribution,792.73,364454.89,"Monthly allocation"
2033-08-01,100000449,59,MA,Contribution,693.16,174869.12,"Monthly allocation"
2033-08-01,100000450,59,RA,Contribution,660.11,34818.96,"Monthly allocation"
2033-08-01,100000451,59,Loan,Payment,1817.49,73032.40,"Monthly loan payment"
2033-09-01,100000452,59,OA,Contribution,792.73,365247.62,"Monthly allocation"
2033-09-01,100000453,59,MA,Contribution,693.16,175562.28,"Monthly allocation"
2033-09-01,100000454,59,RA,Contribution,660.11,35479.07,"Monthly allocation"
2033-09-01,100000455,59,Loan,Payment,1817.49,71214.91,"Monthly loan payment"
2033-10-01,100000456,59,OA,Contribution,792.73,366040.36,"Monthly allocation"
2033-10-01,100000457,59,MA,Contribution,693.16,176255.43,"Monthly allocation"
2033-10-01,100000458,59,RA,Contribution,660.11,36139.18,"Monthly allocation"
2033-10-01,100000459,59,Loan,Payment,1817.49,69397.42,"Monthly loan payment"
2033-11-01,100000460,59,OA,Contribution,792.73,366833.09,"Monthly allocation"
2033-11-01,100000461,59,MA,Contribution,693.16,176948.59,"Monthly allocation"
2033-11-01,100000462,59,RA,Contribution,660.11,36799.29,"Monthly allocation"
2033-11-01,100000463,59,Loan,Payment,1817.49,67579.93,"Monthly loan payment"
2033-12-01,100000464,59,OA,Contribution,792.73,367625.82,"Monthly allocation"
2033-12-01,100000465,59,MA,Contribution,693.16,177641.75,"Monthly allocation"
2033-12-01,100000466,59,RA,Contribution,660.11,37459.40,"Monthly allocation"
2033-12-01,100000467,59,OA,Interest,14705.03,382330.85,"Annual base interest"
2033-12-01,100000468,59,MA,Interest,7105.67,184747.42,"Annual base interest"
2033-12-01,100000469,59,RA,Interest,1498.38,38957.77,"Annual base + extra interest"
2033-12-01,100000470,59,RA,Extra Interest,900.00,39857.77,"Annual base + extra interest"
2033-12-01,100000471,59,Loan,Payment,1817.49,65762.44,"Monthly loan payment"
2034-01-01,100000472,59,OA,Contribution,792.73,383123.59,"Monthly allocation"
2034-01-01,100000473,59,MA,Contribution,693.16,185440.58,"Monthly allocation"
2034-01-01,100000474,59,RA,Contribution,660.11,40517.88,"Monthly allocation"
2034-01-01,100000475,59,Loan,Payment,1817.49,63944.95,"Monthly loan payment"
2034-02-01,100000476,59,OA,Contribution,792.73,383916.32,"Monthly allocation"
2034-02-01,100000477,59,MA,Contribution,693.16,186133.74,"Monthly allocation"
2034-02-01,100000478,59,RA,Contribution,660.11,41177.99,"Monthly allocation"
2034-02-01,100000479,59,Loan,Payment,1817.49,62127.46,"Monthly loan payment"
2034-03-01,100000480,59,OA,Contribution,792.73,384709.05,"Monthly allocation"
2034-03-01,100000481,59,MA,Contribution,693.16,186826.89,"Monthly allocation"
2034-03-01,100000482,59,RA,Contribution,660.11,41838.10,"Monthly allocation"
2034-03-01,100000483,59,Loan,Payment,1817.49,60309.97,"Monthly loan payment"
2034-04-01,100000484,59,OA,Contribution,792.73,385501.78,"Monthly allocation"
2034-04-01,100000485,59,MA,Contribution,693.16,187520.05,"Monthly allocation"
2034-04-01,100000486,59,RA,Contribution,660.11,42498.21,"Monthly allocation"
2034-04-01,100000487,59,Loan,Payment,1817.49,58492.48,"Monthly loan payment"
2034-05-01,100000488,59,OA,Contribution,792.73,386294.52,"Monthly allocation"
2034-05-01,100000489,59,MA,Contribution,693.16,188213.21,"Monthly allocation"
2034-05-01,100000490,59,RA,Contribution,660.11,43158.32,"Monthly allocation"
2034-05-01,100000491,59,Loan,Payment,1817.49,56674.99,"Monthly loan payment"
2034-06-01,100000492,59,OA,Contribution,792.73,387087.25,"Monthly allocation"
2034-06-01,100000493,59,MA,Contribution,693.16,188906.37,"Monthly allocation"
2034-06-01,100000494,59,RA,Contribution,660.11,43818.43,"Monthly allocation"
2034-06-01,100000495,59,Loan,Payment,1817.49,54857.50,"Monthly loan payment"
2034-07-01,100000496,60,OA,Contribution,209.49,387296.74,"Monthly allocation"
2034-07-01,100000497,60,MA,Contribution,628.20,189534.57,"Monthly allocation"
2034-07-01,100000498,60,RA,Contribution,568.31,44386.74,"Monthly allocation"
2034-07-01,100000499,60,Loan,Payment,1817.49,53040.01,"Monthly loan payment"
2034-08-01,100000500,60,OA,Contribution,209.49,387506.24,"Monthly allocation"
2034-08-01,100000501,60,MA,Contribution,628.20,190162.77,"Monthly allocation"
2034-08-01,100000502,60,RA,Contribution,568.31,44955.04,"Monthly allocation"
2034-08-01,100000503,60,Loan,Payment,1817.49,51222.52,"Monthly loan payment"
2034-09-01,100000504,60,OA,Contribution,209.49,387715.73,"Monthly allocation"
2034-09-01,100000505,60,MA,Contribution,628.20,190790.97,"Monthly allocation"
2034-09-01,100000506,60,RA,Contribution,568.31,45523.35,"Monthly allocation"
2034-09-01,100000507,60,Loan,Payment,1817.49,49405.03,"Monthly loan payment"
2034-10-01,100000508,60,OA,Contribution,209.49,387925.22,"Monthly allocation"
2034-10-01,100000509,60,MA,Contribution,628.20,191419.17,"Monthly allocation"
2034-10-01,100000510,60,RA,Contribution,568.31,46091.65,"Monthly allocation"
2034-10-01,100000511,60,Loan,Payment,1817.49,47587.54,"Monthly loan payment"
2034-11-01,100000512,60,OA,Contribution,209.49,388134.72,"Monthly allocation"
2034-11-01,100000513,60,MA,Contribution,628.20,192047.37,"Monthly allocation"
2034-11-01,100000514,60,RA,Contribution,568.31,46659.96,"Monthly allocation"
2034-11-01,100000515,60,Loan,Payment,1817.49,45770.05,"Monthly loan payment"
2034-12-01,100000516,60,OA,Contribution,209.49,388344.21,"Monthly allocation"
2034-12-01,100000517,60,MA,Contribution,628.20,192675.57,"Monthly allocation"
2034-12-01,100000518,60,RA,Contribution,568.31,47228.26,"Monthly allocation"
2034-12-01,100000519,60,OA,Interest,15533.77,403877.98,"Annual base interest"
2034-12-01,100000520,60,MA,Interest,7707.02,200382.60,"Annual base interest"
2034-12-01,100000521,60,RA,Interest,1889.13,49117.39,"Annual base + extra interest"
2034-12-01,100000522,60,RA,Extra Interest,900.00,50017.39,"Annual base + extra interest"
2034-12-01,100000523,60,Loan,Payment,1817.49,43952.56,"Monthly loan payment"
2035-01-01,100000524,60,OA,Contribution,209.49,404087.47,"Monthly allocation"
2035-01-01,100000525,60,MA,Contribution,628.20,201010.80,"Monthly allocation"
2035-01-01,100000526,60,RA,Contribution,568.31,50585.70,"Monthly allocation"
2035-01-01,100000527,60,Loan,Payment,1817.49,42135.07,"Monthly loan payment"
2035-02-01,100000528,60,OA,Contribution,209.49,404296.97,"Monthly allocation"
2035-02-01,100000529,60,MA,Contribution,628.20,201639.00,"Monthly allocation"
2035-02-01,100000530,60,RA,Contribution,568.31,51154.00,"Monthly allocation"
2035-02-01,100000531,60,Loan,Payment,1817.49,40317.58,"Monthly loan payment"
2035-03-01,100000532,60,OA,Contribution,209.49,404506.46,"Monthly allocation"
2035-03-01,100000533,60,MA,Contribution,628.20,202267.20,"Monthly allocation"
2035-03-01,100000534,60,RA,Contribution,568.31,51722.31,"Monthly allocation"
2035-03-01,100000535,60,Loan,Payment,1817.49,38500.09,"Monthly loan payment"
2035-04-01,100000536,60,OA,Contribution,209.49,404715.96,"Monthly allocation"
2035-04-01,100000537,60,MA,Contribution,628.20,202895.40,"Monthly allocation"
2035-04-01,100000538,60,RA,Contribution,568.31,52290.61,"Monthly allocation"
2035-04-01,100000539,60,Loan,Payment,1817.49,36682.60,"Monthly loan payment"
2035-05-01,100000540,60,OA,Contribution,209.49,404925.45,"Monthly allocation"
2035-05-01,100000541,60,MA,Contribution,628.20,203523.60,"Monthly allocation"
2035-05-01,100000542,60,RA,Contribution,568.31,52858.92,"Monthly allocation"
2035-05-01,100000543,60,Loan,Payment,1817.49,34865.11,"Monthly loan payment"
2035-06-01,100000544,60,OA,Contribution,209.49,405134.94,"Monthly allocation"
2035-06-01,100000545,60,MA,Contribution,628.20,204151.80,"Monthly allocation"
2035-06-01,100000546,60,RA,Contribution,568.31,53427.22,"Monthly allocation"
2035-06-01,100000547,60,Loan,Payment,1817.49,33047.62,"Monthly loan payment"
2035-07-01,100000548,61,OA,Contribution,209.49,405344.44,"Monthly allocation"
2035-07-01,100000549,61,MA,Contribution,628.20,204780.00,"Monthly allocation"
2035-07-01,100000550,61,RA,Contribution,568.31,53995.53,"Monthly allocation"
2035-07-01,100000551,61,Loan,Payment,1817.49,31230.13,"Monthly loan payment"
2035-08-01,100000552,61,OA,Contribution,209.49,405553.93,"Monthly allocation"
2035-08-01,100000553,61,MA,Contribution,628.20,205408.20,"Monthly allocation"
2035-08-01,100000554,61,RA,Contribution,568.31,54563.83,"Monthly allocation"
2035-08-01,100000555,61,Loan,Payment,1817.49,29412.64,"Monthly loan payment"
2035-09-01,100000556,61,OA,Contribution,209.49,405763.43,"Monthly allocation"
2035-09-01,100000557,61,MA,Contribution,628.20,206036.40,"Monthly allocation"
2035-09-01,100000558,61,RA,Contribution,568.31,55132.14,"Monthly allocation"
2035-09-01,100000559,61,Loan,Payment,1817.49,27595.15,"Monthly loan payment"
2035-10-01,100000560,61,OA,Contribution,209.49,405972.92,"Monthly allocation"
2035-10-01,100000561,61,MA,Contribution,628.20,206664.60,"Monthly allocation"
2035-10-01,100000562,61,RA,Contribution,568.31,55700.44,"Monthly allocation"
2035-10-01,100000563,61,Loan,Payment,1817.49,25777.66,"Monthly loan payment"
2035-11-01,100000564,61,OA,Contribution,209.49,406182.41,"Monthly allocation"
2035-11-01,100000565,61,MA,Contribution,628.20,207292.80,"Monthly allocation"
2035-11-01,100000566,61,RA,Contribution,568.31,56268.75,"Monthly allocation"
2035-11-01,100000567,61,Loan,Payment,1817.49,23960.17,"Monthly loan payment"
2035-12-01,100000568,61,OA,Contribution,209.49,406391.91,"Monthly allocation"
2035-12-01,100000569,61,MA,Contribution,628.20,207921.01,"Monthly allocation"
2035-12-01,100000570,61,RA,Contribution,568.31,56837.06,"Monthly allocation"
2035-12-01,100000571,61,OA,Interest,16255.68,422647.59,"Annual base interest"
2035-12-01,100000572,61,MA,Interest,8316.84,216237.85,"Annual base interest"
2035-12-01,100000573,61,RA,Interest,2273.48,59110.54,"Annual base + extra interest"
2035-12-01,100000574,61,RA,Extra Interest,900.00,60010.54,"Annual base + extra interest"
